,,,,GENERAL SPECIFICATIONS,,,,,,,,,,,STRESSOR SPECIFICATIONS,,,,,,,,,,,,,,,RESPONSE 1 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 2 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 3 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 4 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 5 SPECIFICATIONS,,,,,,,,,,,,,,,,BINARY RESPONSES,,,,,,,,,,,,,,,,,,,,DATA AVAILABLE?,,,,"IF DATA AVAILABLE, EFFECT DETECTED?",,,,,,
RefID,Author(s),Exposure General Description,Exposure Duration or Timepoint,Coral age class,Current genus name,Current species name,Colony form,Ocean,Study location,Study site,Study type,Event date,Event latitude,Event longitude,Sediment composition,Sediment level,Sediment level UoM,Sediment level converted to mg/cm2/day,Sediment level converted to mg/L,Sediment level average type,Sediment N for computing average,Sediment N UoM,Sediment lower error estimate,Sediment upper error estimate,Sediment level error type,Sediment exposure duration,Sediment exposure duration UoM,Sediment exposure duration in days,Sediment notes,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,High yield/ chlA?,Hydrostatic inflation?,Tentacular activity?,Increased mucus?,Congealed sediment?,Shift from auto to heterotrophy?,Reduced P/R?,Reduced photosynthetic efficiency?,Reduced growth rate?,Reduced fertilization success?,Limited settlement?,Bleaching or reduced chl-a?,Algal overgrowth?,Smothering?,Reduced larval survival? (pre-settlement),Reduced recruit survival? (post-settlement),Small necroses?,Large necroses?,Death of colonies?,Binary Notes,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Adult mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Sediment-induced adult mortality?,Additional notes on study,Rationale for inclusion
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/AR-S (exposure time/sediment type),Time 0 - when sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"aragonite dust (see Table 2 for full physical, organic, nutrient, and geochemical analysis)",160,mg/cm2,160,n/a,raw,n/a,n/a,n/a,n/a,n/a,36,h,1.5,nominal level,Maximum quantum yield,0.60,Fv/Fm,mean,4 - 6,fragments,0.58,0.62,0.02,0.02,s.d.,36,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/AR-S (exposure time/sediment type),Time 24 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"aragonite dust (see Table 2 for full physical, organic, nutrient, and geochemical analysis)",160,mg/cm2,160,n/a,raw,n/a,n/a,n/a,n/a,n/a,36,h,1.5,nominal level,Maximum quantum yield,0.60,Fv/Fm,mean,4 - 6,fragments,0.58,0.62,0.02,0.02,s.d.,60,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/AR-S (exposure time/sediment type),Time 48 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"aragonite dust (see Table 2 for full physical, organic, nutrient, and geochemical analysis)",160,mg/cm2,160,n/a,raw,n/a,n/a,n/a,n/a,n/a,36,h,1.5,nominal level,Maximum quantum yield,0.60,Fv/Fm,mean,4 - 6,fragments,0.59,0.61,0.01,0.01,s.d.,84,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Before sediment application,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,no sediment,0,mg/cm2,0,n/a,raw,n/a,n/a,n/a,n/a,n/a,0,h,0,nominal level,Maximum quantum yield,0.62,Fv/Fm,mean,4 - 6,fragments,0.62,0.62,0.00,0.00,s.d.,0,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,0,0,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Time 0 - when sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,no sediment,0,mg/cm2,0,n/a,raw,n/a,n/a,n/a,n/a,n/a,0,h,0,nominal level,Maximum quantum yield,0.64,Fv/Fm,mean,4 - 6,fragments,0.63,0.65,0.01,0.01,s.d.,36,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Time 24 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,no sediment,0,mg/cm2,0,n/a,raw,n/a,n/a,n/a,n/a,n/a,0,h,0,nominal level,Maximum quantum yield,0.64,Fv/Fm,mean,4 - 6,fragments,0.63,0.65,0.01,0.01,s.d.,60,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Time 48 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,no sediment,0,mg/cm2,0,n/a,raw,n/a,n/a,n/a,n/a,n/a,0,h,0,nominal level,Maximum quantum yield,0.64,Fv/Fm,mean,4 - 6,fragments,0.63,0.65,0.01,0.01,s.d.,84,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-S (exposure time/sediment type),Before sediment application,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"silt from Herbert river (<63 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",0,mg/cm2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,h,0,actual sediment on corals reported on page 25,Maximum quantum yield,0.63,Fv/Fm,mean,4 - 6,fragments,0.63,0.63,0.00,0.00,s.d.,0,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,0,0,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-S (exposure time/sediment type),Time 0 - when sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"silt from Herbert river (<63 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",148.9,mg/cm2,148.9,n/a,mean,4 - 6,fragments,24.9,24.9,s.d.,60,h,2.5,actual sediment on corals reported on page 25,Maximum quantum yield,0.25,Fv/Fm,mean,4 - 6,fragments,0.12,0.38,0.13,0.13,s.d.,60,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,1,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-S (exposure time/sediment type),Time 24 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"silt from Herbert river (<63 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",148.9,mg/cm2,148.9,n/a,mean,4 - 6,fragments,24.9,24.9,s.d.,60,h,2.5,actual sediment on corals reported on page 25,Maximum quantum yield,0.45,Fv/Fm,mean,4 - 6,fragments,0.33,0.57,0.12,0.12,s.d.,84,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,1,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-S (exposure time/sediment type),Time 48 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"silt from Herbert river (<63 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",148.9,mg/cm2,148.9,n/a,mean,4 - 6,fragments,24.9,24.9,s.d.,60,h,2.5,actual sediment on corals reported on page 25,Maximum quantum yield,0.41,Fv/Fm,mean,4 - 6,fragments,0.28,0.54,0.13,0.13,s.d.,108,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,1,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-F (exposure time/sediment type),Before sediment application,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand from Herbert river (63-250 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",0,mg/cm2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,h,0,actual sediment on corals reported on page 25,Maximum quantum yield,0.66,Fv/Fm,mean,4 - 6,fragments,0.66,0.66,0.00,0.00,s.d.,0,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,0,0,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-F (exposure time/sediment type),Time 0 - when sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand from Herbert river (63-250 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",177.8,mg/cm2,177.8,n/a,mean,4 - 6,fragments,51.24,51.24,s.d.,60,h,2.5,actual sediment on corals reported on page 25,Maximum quantum yield,0.61,Fv/Fm,mean,4 - 6,fragments,0.59,0.63,0.02,0.02,s.d.,60,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-F (exposure time/sediment type),Time 24 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand from Herbert river (63-250 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",177.8,mg/cm2,177.8,n/a,mean,4 - 6,fragments,51.24,51.24,s.d.,60,h,2.5,actual sediment on corals reported on page 25,Maximum quantum yield,0.61,Fv/Fm,mean,4 - 6,fragments,0.59,0.63,0.02,0.02,s.d.,84,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
DS34a,Weber et al. (2006) ,Exp. 1: 60 h/HR-F (exposure time/sediment type),Time 48 h after sediment removed,adult,Montipora,peltiformis,n/s,Pacific,"Australian Institute of Marine Science, Cape Ferguson, Queensland, Australia",Laboratory,manipulative,n/a,n/a,n/a,"fine sand from Herbert river (63-250 micron, see Table 2 for full physical, organic, nutrient, and geochemical analysis)",177.8,mg/cm2,177.8,n/a,mean,4 - 6,fragments,51.24,51.24,s.d.,60,h,2.5,actual sediment on corals reported on page 25,Maximum quantum yield,0.62,Fv/Fm,mean,4 - 6,fragments,0.61,0.63,0.01,0.01,s.d.,108,h,n/a,n/a,"Fig. 2 with Datathief; lots of overlap of datapoints and error bars, so did my best to interpolate/extrapolate based on discernible data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,,,,,,,,"based on text on page 26 describing 'Rejection capability'; no mention of bleaching, death, necroses, etc.; photosynthetic efficiency based on overlap of error bars between treatments and controls in Figs. 4 and 5, and associated stats in text",1,1,0,0,1,1,0,NA,NA,"extremely detailed study when it comes to sediment origin/type, size, and dosage; might be able to include this as a nutrients study because they quantified nutrients in sediment types","this was a large study with complex design -- there were 3 lab experiments, 1 field experiment, and a sediment rejection component of all the lab studies; i have included as much detail as possible for Experiments 1, 3, and the field experiment that investigated the effect on coral max. quantum yield due to sediment of different provenance, size, and dosage; the data for Experiment 2 were not presented in a format that could be easily derived and averaged (dot plot), and the authors did not share at what time point their sediment removal (""freed area"") component was measured -- exp.2 and freed area were therefore not reported here"
