,,,,GENERAL SPECIFICATIONS,,,,,,,,,,,STRESSOR SPECIFICATIONS,,,,,,,,,,,,,,,RESPONSE 1 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 2 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 3 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 4 SPECIFICATIONS,,,,,,,,,,,,,,,,RESPONSE 5 SPECIFICATIONS,,,,,,,,,,,,,,,,BINARY RESPONSES,,,,,,,,,,,,,,,,,,,,DATA AVAILABLE?,,,,"IF DATA AVAILABLE, EFFECT DETECTED?",,,,,,
RefID,Author(s),Exposure General Description,Exposure Duration or Timepoint,Coral age class,Current genus name,Current species name,Colony form,Ocean,Study location,Study site,Study type,Event date,Event latitude,Event longitude,Sediment composition,Sediment level,Sediment level UoM,Sediment level converted to mg/cm2/day,Sediment level converted to mg/L,Sediment level average type,Sediment N for computing average,Sediment N UoM,Sediment lower error estimate,Sediment upper error estimate,Sediment level error type,Sediment exposure duration,Sediment exposure duration UoM,Sediment exposure duration in days,Sediment notes,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Response type,Response level,Unit of measurement,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate,Upper error estimate,Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,High yield/ chlA?,Hydrostatic inflation?,Tentacular activity?,Increased mucus?,Congealed sediment?,Shift from auto to heterotrophy?,Reduced P/R?,Reduced photosynthetic efficiency?,Reduced growth rate?,Reduced fertilization success?,Limited settlement?,Bleaching or reduced chl-a?,Algal overgrowth?,Smothering?,Reduced larval survival? (pre-settlement),Reduced recruit survival? (post-settlement),Small necroses?,Large necroses?,Death of colonies?,Binary Notes,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Adult mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Sediment-induced adult mortality?,Additional notes on study,Rationale for inclusion
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Porites,lobata,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2023,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 60% - 6 of 10 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Porites,lutea,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2024,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 100% - 4 of 4 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Porites,lutea,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2025,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,Table 7; 83% - 5 of 6 bleaching,0,1,1,1,1,NA,1,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Psammocora,contigua,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2026,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Psammocora,contigua,branching,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2027,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Sandolitha,robusta,free-living,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2028,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Sandolitha,robusta,free-living,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2029,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Fine sediment,n/a,adult,Symphyllia,radians ,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2030,14deg41'S,145deg24'E,"calcium carbonate/quartz sand, fine (63 to 250 microns)",200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS46,Stafford-Smith (1993),Coarse sediment,n/a,adult,Symphyllia,radians ,massive,Pacific,"Lizard Island, Queensland, Australia",Field,manipulative,Mar - July 2031,14deg41'S,145deg24'E,calcium carbonate/quartz sand (.5 to 1 mm),200,mg/cm2,200,n/a,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,n/r,"dosage is noted only briefly in Materials and Methods, with no mean or error estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,Table 7,0,1,1,1,0,NA,0,0,0,experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet),experiment with many species but focuses on sediment removal efficiency instead of physiological or demographic effects (but see binary responses for bleaching and mortality at end of spreadsheet)
DS48,Bessell-Browne et al. (2017) Lab component,Week 1,Control - no sediment,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",0,mg/cm2/day,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,week,7,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,0,0,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 1,2 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",2,mg/cm2/day,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,week,7,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,0,0,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 1,5 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",5,mg/cm2/day,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,week,7,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 1,10 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",10,mg/cm2/day,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,week,7,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 1,20 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",20,mg/cm2/day,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,week,7,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 2,Control - no sediment,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",0,mg/cm2/day,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,week,14,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,0,0,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 2,2 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",2,mg/cm2/day,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,week,14,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 2,5 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",5,mg/cm2/day,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,week,14,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 2,10 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",10,mg/cm2/day,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,week,14,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 2,20 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",20,mg/cm2/day,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,week,14,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 3,Control - no sediment,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",0,mg/cm2/day,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,week,21,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,0,0,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 3,2 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",2,mg/cm2/day,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,week,21,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
DS48,Bessell-Browne et al. (2017) Lab component,Week 3,5 mg/cm2/d,adult,Porites,spp.,n/s,Pacific,"SeaSim aquarium facilities of the Australian Institute of Marine Science (AIMS, Townsville, Queensland)",Laboratory,manipulative,n/a,n/a,n/a,"fine grain (0.5-140 micron) biogenic calcium carbonate, TOC=0.25% ",5,mg/cm2/day,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,week,21,see Methods text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,based on Fig. 6; probability of mucus >0 means that increased mucus=1 (yes),1,0,0,0,1,1,NA,NA,NA,"this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response","this is lab component of study that tested relationship between sediment exposure and mucus production; because mucus production presented as probability, I have listed as binary response"
